id,loss
4,1170.237870893432
6,2081.1263102206103
9,11264.156757730265
12,6021.89327768142
15,219.26179116958883
17,2273.910896186193
21,2696.355426801547
28,-250.48257299574288
32,2552.2065283243064
43,3247.9417118217134
46,2992.6238285729814
50,556.0737971660528
54,1832.4294331208548
62,2869.7984357066707
70,3374.57999869553
71,6105.203559780472
75,2682.2210331766746
77,2427.0027616283933
81,3707.038552926473
83,2865.7748018772436
87,2357.269480074754
97,2438.9736414174804
103,1649.8450707304746
119,1396.5688939998108
120,1746.15989778105
127,1458.5649001038037
138,4842.39568799213
141,3550.1469940485476
148,1127.970771146578
150,2556.734188872415
151,3158.998328924019
158,2031.9750940289996
160,6291.648260229745
165,3067.1941700588923
168,4010.4514524048463
169,4009.609813263949
177,3299.379973217361
178,4597.828112903091
184,1810.887884083917
194,7930.857223737689
198,2294.316911819009
203,5103.129246673176
211,2829.2635161389717
217,921.9677218112447
219,788.0226439206344
221,5054.057486415403
227,1997.3212881036488
230,1111.9720533605487
235,2690.1607853578444
240,473.067605981978
243,3889.5549094907765
249,6403.517260740938
253,2841.656781807107
258,1133.1345526940768
261,2039.6636320775287
263,3700.3237426975375
264,3787.6212607888338
265,5559.822799465179
268,1607.1540192826378
271,735.1081234830526
274,6001.27959922486
275,-9.247888051699192
279,2741.154785059274
282,1062.0103099343032
286,3149.4073834090905
288,1284.6927652975319
294,3321.020583251053
296,1149.7174191715603
297,1582.955310723335
300,460.2283656766813
303,7833.349477590662
314,1189.0299104138649
315,5684.276475472993
321,2957.7251433799374
323,4630.6787908197275
330,4888.8035741790645
341,2007.4086980851116
342,4875.089748155287
352,1811.2186215899983
353,4177.336757028543
360,6953.711276193145
361,2542.756112096853
362,3594.556646595802
366,1106.4886968991614
372,3916.8229345606014
376,3785.6586710659467
377,2691.1203539178387
379,1367.3286903365843
380,4729.761669698204
387,1847.0843582294638
392,1691.2289259175286
394,10038.571294776419
395,2103.576574542616
397,1321.193409311647
407,5434.827319217979
411,7328.9195602977
416,3138.19704823394
417,1880.193394835267
419,4462.411189865135
428,6042.08460805702
431,1683.5022674091542
436,8742.13138081878
438,1609.243053385544
445,6711.230397546861
446,6865.559581414517
455,1791.0155203011818
456,1268.8114985303055
461,426.67894492394225
463,1734.291464693195
464,4187.137549310459
466,2089.0475778854434
467,2517.1565362609454
470,1455.5847217196842
475,1178.4502958689318
482,4659.14162235515
490,3589.4693227393
496,3128.5193052957075
497,6026.2194024005275
508,3595.0392431346336
510,2891.3822548899334
512,2771.221168978982
513,4059.7126511935676
523,2025.0651219297924
531,5334.6141915727085
532,3421.3076958953807
533,1300.5558937238493
537,917.4697752731499
544,4822.183848562452
547,3775.2380086971934
556,7705.460941746472
565,1630.2565008654237
566,1239.5819339272311
571,651.1279226850475
573,2262.8645042269272
574,628.4031745152206
581,2744.459250848353
585,2608.1023474116228
589,2228.2289543911993
597,1551.589837621641
601,3481.7016064605214
602,3071.9354032637166
613,2793.4560693248823
616,1770.2787351364586
619,1802.781494720546
622,2637.427479258811
623,2242.9207291950916
629,1164.1031890872018
634,1763.8086410086726
638,-128.18988516526406
642,1132.488477692128
643,2632.7352571516585
645,571.0992490014632
648,6406.544254710488
652,1775.144246549029
664,891.9674244319503
666,2479.5192016574565
672,75.08662735344296
676,3121.461079299661
