id,loss
4,2310.0936363636365
6,2121.656818181818
9,9277.031818181817
12,6994.2631818181835
15,693.4095454545455
17,2284.2450000000003
21,1986.7022727272727
28,1771.6095454545457
32,4045.9300000000003
43,2224.2804545454546
46,2937.2840909090914
50,1115.2540909090908
54,1495.459090909091
62,1705.6990909090905
70,2295.81590909091
71,4223.2813636363635
75,2317.4049999999997
77,2757.882727272727
81,3581.017272727273
83,2189.8227272727277
87,1374.1159090909093
97,3669.184090909091
103,2133.241818181818
119,1418.266363636364
120,2528.482727272727
127,1235.4068181818182
138,4169.08909090909
141,2658.48
148,809.674090909091
150,2611.573636363637
151,2513.3854545454546
158,951.7686363636362
160,6418.101363636364
165,2537.8786363636364
168,3517.1627272727274
169,2765.375454545454
177,2929.365
178,4447.973181818182
184,2385.001363636363
194,8879.560909090907
198,1481.0636363636363
203,3691.4877272727276
211,3173.984090909091
217,1147.5245454545454
219,1296.145909090909
221,4522.956363636365
227,2427.539545454545
230,1386.0713636363637
235,2295.3286363636366
240,940.8781818181818
243,4426.694090909092
249,9223.98909090909
253,3351.5945454545463
258,1500.0086363636362
261,1947.078181818182
263,4995.863181818182
264,2825.505
265,5251.758181818182
268,1588.864090909091
271,1745.1704545454545
274,6154.323181818182
275,929.2913636363636
279,1528.7763636363636
282,1752.1
286,3173.727727272728
288,1078.8145454545454
294,2307.7263636363637
296,1144.674090909091
297,1825.9940909090908
300,789.965
303,10147.738636363638
314,1385.460454545455
315,4929.446818181818
321,2513.7731818181815
323,5486.068181818182
330,2497.2959090909094
341,2057.8536363636363
342,4032.733181818182
352,2194.0781818181817
353,4509.844545454545
360,6257.709090909088
361,2522.487272727273
362,3885.350909090909
366,1210.8145454545454
372,3484.088636363637
376,2651.687272727273
377,1800.8154545454547
379,2088.6690909090908
380,4680.025000000001
387,2204.2449999999994
392,2103.812272727273
394,9211.721363636365
395,1471.0977272727275
397,1720.7122727272729
407,5214.767727272727
411,7894.56409090909
416,2672.1409090909087
417,1107.1077272727273
419,2898.1681818181823
428,5643.553181818181
431,2214.3559090909093
436,8526.31318181818
438,1480.1981818181819
445,7483.9854545454555
446,8761.964545454546
455,1387.1113636363634
456,1177.6304545454545
461,1108.8227272727272
463,1650.5713636363632
464,2956.087272727272
466,2194.197727272727
467,2382.1845454545455
470,1294.973181818182
475,1670.6663636363637
482,3729.6968181818183
490,3663.894545454545
496,1891.4931818181817
497,4820.597727272727
508,2980.8809090909094
510,2066.2845454545454
512,2689.535
513,3594.7195454545463
523,2221.0168181818185
531,5997.230909090908
532,2021.7245454545455
533,1491.9436363636362
537,1531.6913636363636
544,4527.283181818181
547,3253.5395454545446
556,8356.361818181818
565,1745.3563636363635
566,1178.6136363636363
571,1495.7540909090908
573,3270.365454545455
574,1040.8309090909092
581,4753.520909090908
585,1870.801818181818
589,3350.609545454546
597,2207.076363636364
601,3926.0890909090917
602,2353.398181818182
613,1504.32
616,1762.147727272727
619,1770.388181818182
622,3159.740909090909
623,2228.5904545454546
629,1698.2004545454547
634,1492.1968181818183
638,1183.250909090909
642,1175.565
643,2062.6559090909095
645,1156.9272727272728
648,6581.313181818183
652,1647.692727272727
664,1271.078181818182
666,2356.8090909090915
672,1049.6395454545454
676,2413.08
678,5404.115454545455
682,2272.1249999999995
686,3354.5209090909093
688,2990.595
689,1634.14
690,2162.4981818181823
692,8306.774545454544
695,1785.7749999999994
697,4239.963636363637
698,2344.912727272727
706,3025.362727272727
708,1983.195909090909
712,2998.200909090909
715,4183.558181818183
717,912.1700000000001
725,3056.564090909091
729,1277.3813636363634
737,1364.9422727272727
739,6636.805909090908
747,3395.6468181818186
753,3405.627272727272
758,3882.3568181818187
759,2599.8018181818184
763,2629.687272727273
773,6289.921363636363
774,2996.8127272727274
776,1919.221818181818
788,4528.815909090909
790,4146.881363636363
794,1220.0504545454548
801,4439.422272727273
802,1985.7277272727274
805,1623.8190909090908
809,6157.884090909091
812,1629.4909090909093
825,3400.2736363636373
828,2466.699545454546
830,1980.915
833,905.3081818181818
850,6181.630000000001
852,5243.479090909092
862,1689.2804545454544
863,1415.8436363636365
864,2077.1268181818186
865,4810.849999999999
868,7530.798181818183
872,1769.2099999999998
879,5224.2868181818185
880,1661.8131818181814
883,2360.9636363636364
886,1474.5063636363639
923,1967.5786363636362
924,1522.8977272727273
932,1786.0286363636367
945,5815.637727272728
947,6553.488181818181
948,1928.7849999999999
955,4289.439090909092
963,4703.961363636364
979,1636.8609090909085
989,1780.5931818181818
994,3792.525909090908
995,1941.0118181818177
998,1526.772272727273
1000,3668.559545454546
1018,3248.223636363635
1019,2692.553181818181
1028,1619.8759090909093
1034,1685.5213636363637
1038,1493.546818181818
1040,1451.1236363636365
1042,1353.403181818182
1057,6991.376363636362
1058,2678.957727272727
1063,1066.2154545454543
1066,4153.976363636365
1071,4869.1168181818175
1073,5077.497272727272
1074,3578.830454545455
1077,3347.396363636363
1080,10660.361818181816
1088,1539.6231818181818
1096,1006.0813636363636
1097,12195.911818181818
1105,3774.8649999999993
1115,1630.4295454545456
1116,2871.7181818181816
1122,2516.7668181818185
1130,5934.800909090909
1133,1206.9909090909093
1137,2026.315
1140,2816.858636363637
1143,8876.873181818179
1149,5294.460909090908
1150,1416.0581818181815
1153,813.4590909090911
1157,1378.0077272727276
1180,713.6536363636365
1183,1599.7595454545453
1188,1537.6881818181819
1193,992.6231818181818
1200,862.6040909090909
1209,5936.884545454545
1214,2511.9504545454547
1219,3372.935454545455
1223,7115.370454545453
1227,808.1304545454547
1228,1805.3290909090908
1229,5642.185454545454
1233,1484.465
1238,5313.476818181818
1239,2297.1654545454544
1241,3640.2009090909096
1243,2051.3481818181813
1244,1060.0027272727273
1245,3361.435454545455
1277,6758.495454545454
1279,2667.2513636363637
1292,12772.245454545455
1293,1630.6763636363635
1299,8498.806818181816
1304,3791.5709090909095
1313,4474.165000000001
1328,3727.8899999999994
1330,1563.6122727272732
1334,1740.1349999999998
1335,1323.1627272727274
1336,7033.450454545454
1341,1117.3309090909092
1344,1478.1631818181818
1351,1004.1245454545453
1352,2728.182272727273
1354,1808.4863636363634
1368,4729.632727272728
1373,1958.2677272727271
1375,746.1840909090907
1381,2406.781818181818
1384,5461.997727272727
1385,4590.393181818183
1388,5687.802727272728
1401,7005.345454545453
1402,2454.7636363636366
1404,1903.8809090909092
1406,1871.9036363636367
1409,1464.2904545454542
1422,1657.7477272727274
1429,2922.9436363636364
1433,5978.602272727274
1438,1330.704090909091
1444,1213.2963636363638
1446,1456.3195454545455
1450,903.7095454545456
1451,889.4781818181818
1454,2062.8822727272727
1458,2440.7627272727273
1461,3340.0136363636366
1464,4788.12909090909
1465,1043.5359090909092
1478,2315.0172727272725
1479,1405.133636363636
1480,2397.658636363637
1484,2659.274090909091
1486,721.2895454545455
1488,863.2522727272725
1489,3643.7922727272726
1491,1431.9354545454544
1507,2441.6627272727274
1515,1769.769090909091
1519,4907.340909090908
1528,2088.304545454546
1529,934.1663636363636
1530,2806.8459090909096
